id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,state,zip_code,school_type,school_level,charter,rate_unemployment_normalized,percent_college_normalized,percent_lunch_normalized,income_poverty_ratio_estimate,income_poverty_se
181041001706,0.055765595463138,0.648710865561694,0.780626780626781,48736.0,20.5335775335775,0.201160541586073,2016-2017,IN,47591,Regular School,High,No,-0.7192049687608466,0.4590615151407971,-0.8938043900036274,316,86
181044001711,0.108870967741935,0.653129161118509,0.834146341463415,58050.0,21.7912087912088,0.215568862275449,2016-2017,IN,46064,Regular School,High,No,0.21943312402030873,0.48585298410424405,-0.8322924236603891,376,94
181045001716,0.0528946272386506,0.538994800693241,0.704370179948586,55753.0,20.3553113553114,0.236434108527132,2016-2017,IN,47933,Regular School,High,No,-0.7699493666067136,-0.20623000031264185,-0.743214566993632,266,20
181047001722,0.0655594405594406,0.345522388059701,0.679509632224168,46146.0,18.1501831501831,0.40234375,2016-2017,IN,47951,Regular School,High,No,-0.5460986390673832,-1.379399624594445,-0.03491354411156958,219,51
181050001726,0.0801248699271592,0.523658192090395,0.559804719283971,41712.0,20.5531135531136,0.235449735449735,2016-2017,IN,46135,Regular School,High,No,-0.288654500073698,-0.29922746236650993,-0.7474170500526524,405,159
181053001729,0.0944716585024493,0.408932714617169,0.669957686882934,38800.0,20.0891330891331,0.342618384401114,2016-2017,IN,47042,Regular School,High,No,-0.03507483971188891,-0.9948948367003858,-0.2898929242738383,255,65
181056001733,0.110412299091544,0.405590416428979,0.547761194029851,34419.0,20.3382173382173,0.299781181619256,2016-2017,IN,47635,Regular School,High,No,0.24667617413481535,-1.015161719489012,-0.47277340233670156,298,124
181059001739,0.0616649537512847,0.409127301841473,0.401960784313726,36875.0,20.5921855921856,0.32037037037037,2016-2017,IN,47842,Regular School,High,No,-0.6149337401712377,-0.9937149071294492,-0.3848740896550406,225,49
181062001742,0.0947591318157755,0.392247346562067,0.694817658349328,47354.0,21.043956043956,0.338568935427574,2016-2017,IN,47987,Regular School,High,No,-0.029993745446521836,-1.0960708478213335,-0.3071808216172615,227,40
181064001745,0.028234649122807,0.531056735681635,0.818844984802432,62045.0,21.9426129426129,0.104430379746835,2016-2017,IN,47532,Regular School,High,No,-1.2058147759510356,-0.2543644946336988,-1.3067645529335448,320,37
181065001752,0.0505952380952381,0.881721890277023,0.866426756985605,120262.0,23.4200244200244,0.0683875293328864,2016-2017,IN,46037,Regular School,High,No,-0.8105910973303702,1.8719836604627755,-1.460638599005544,501,71
181065002392,0.0414484512943289,0.86277001270648,0.820789259560618,74919.0,23.2124542124542,0.113905325443787,2016-2017,IN,46038,Regular School,High,No,-0.9722606638820981,1.757064087247022,-1.2663141386639158,427,119
181068001755,0.0549848942598187,0.552729199788023,0.863013698630137,53763.0,19.6398046398046,0.232911392405063,2016-2017,IN,46994,Regular School,High,No,-0.7330038719051177,-0.1229479467814167,-0.7582537377761971,269,34
181071001761,0.0586275816122585,0.666871354006755,0.557122708039492,58257.0,21.7350427350427,0.121019108280255,2016-2017,IN,46163,Regular School,High,No,-0.6686193292049571,0.569182297302237,-1.2359439949224194,273,93
181074001763,0.061614730878187,0.493452380952381,0.870879120879121,49740.0,20.8388278388278,0.330739299610895,2016-2017,IN,47355,Regular School,High,No,-0.6158214300563765,-0.4823881498337824,-0.3406070830961924,216,29
181077001765,0.039236479321315,0.466732869910626,0.8,49851.0,22.7240537240537,0.213114754098361,2016-2017,IN,46781,Regular School,High,No,-1.0113572950691485,-0.6444087619880497,-0.84276949609972,273,65
181080001767,0.101281269066504,0.408783783783784,0.526555386949924,40746.0,20.4969474969475,0.350253807106599,2016-2017,IN,47243,Regular School,High,No,0.08528510878580202,-0.9957979170283147,-0.25729579691932963,250,28
181083001769,0.0515610217596973,0.488529014844804,0.815028901734104,59359.0,19.6910866910867,0.272727272727273,2016-2017,IN,46176,Regular School,High,No,-0.7935208594627577,-0.512242243696602,-0.588271881937017,352,130
181086001773,0.0582608695652174,0.538963268108479,0.694444444444444,37083.0,18.5457875457875,0.32015065913371,2016-2017,IN,47882,Regular School,High,No,-0.6751009690403295,-0.2064212062324641,-0.38581208031238523,208,61
181087001779,0.0718294051627385,0.404196766425869,0.638985005767013,40815.0,21.3443223443223,0.296577946768061,2016-2017,IN,47542,Regular School,High,No,-0.43527693940678885,-1.02361247393133,-0.48644864448351754,330,69
181090002287,0.0890151515151515,0.48821752265861,0.648216482164822,39904.0,18.3260073260073,0.46972860125261,2016-2017,IN,47862,Regular School,High,No,-0.13151866624070044,-0.5141310565049483,0.25276569288313283,264,99
181092001785,0.0847222222222222,0.547159699892819,0.334200260078023,31209.0,21.9084249084249,0.451327433628319,2016-2017,IN,46224,Regular School,High,No,-0.20739624304790324,-0.15672003868100035,0.17420747447699486,192,45
181095001791,0.0950080515297907,0.445049954586739,0.608040201005025,42746.0,21.2026862026862,0.362232779097387,2016-2017,IN,47460,Regular School,High,No,-0.025594086511974857,-0.7758886834797034,-0.20615519991226375,268,52
181110001797,0.0743446497636442,0.634229620145113,0.60639880952381,42998.0,21.9157509157509,0.251693002257336,2016-2017,IN,46703,Regular School,High,No,-0.39081996087968707,0.3712507672762834,-0.6780713363699938,294,129
181119001802,0.0395956192080876,0.565938206480784,0.89344262295082,57353.0,20.7484737484737,0.145833333333333,2016-2017,IN,47012,Regular School,High,No,-1.0050094932574574,-0.04285174490981337,-1.1300071679177326,332,96
181122001811,0.111111111111111,0.396501457725948,0.515539305301645,35031.0,18.6874236874237,0.434125269978402,2016-2017,IN,47043,Regular School,High,No,0.2590276849728403,-1.0702749530586186,0.100768040813862,252,48
181125001814,0.102012166588676,0.444022114720111,0.656528189910979,49902.0,20.9267399267399,0.308252427184466,2016-2017,IN,46902,Regular School,High,No,0.09820373126769179,-0.7821212542826418,-0.43660798213775176,265,129
181126001819,0.048161574313827,0.486176317162233,0.744813278008299,55755.0,20.7411477411477,0.322480620155039,2016-2017,IN,47586,Regular School,High,No,-0.853606133893184,-0.5265084298610267,-0.3758650165972693,240,57
181134001830,0.0649884830536361,0.702732761360025,0.708080808080808,68824.0,21.1440781440781,0.255694760820046,2016-2017,IN,47909,Regular School,High,No,-0.5561903198392248,0.7866371438003834,-0.6609870388081907,318,74
181134001835,0.0629887972944409,0.804026503567788,0.818360655737705,53996.0,23.3687423687424,0.216262975778547,2016-2017,IN,47906,Regular School,High,No,-0.5915347896476405,1.400857744403873,-0.8293291160438093,506,151
181137001839,0.041044776119403,0.311191335740072,0.758203799654577,62188.0,20.1135531135531,0.418070444104135,2016-2017,IN,46910,Regular School,High,No,-0.9793956274467321,-1.5875747706154226,0.032226818688465685,243,40
181140001843,0.0672926447574335,0.576357635763576,0.570734669095325,44688.0,20.98778998779,0.236462093862816,2016-2017,IN,46072,Regular School,High,No,-0.5154642340534503,0.020329138455078704,-0.7430950920691207,273,53
181143001846,0.0527777777777778,0.546001719690456,0.658823529411765,63967.0,22.2625152625153,0.262430939226519,2016-2017,IN,47995,Regular School,High,No,-0.7720146822309097,-0.16374174880721437,-0.6322289629467516,335,132
181146001852,0.092187967674349,0.592954990215264,0.819176654507556,57794.0,20.4481074481074,0.139123102866779,2016-2017,IN,46356,Regular School,High,No,-0.07543910252387805,0.12097145650504314,-1.1586544668995207,354,58
181149001856,0.0943396226415094,0.496984318455971,0.762573099415205,40769.0,20.5213675213675,0.284860557768924,2016-2017,IN,46504,Regular School,High,No,-0.037408575139647744,-0.46097134038962695,-0.5364724920424492,297,41
181158001863,0.0928423236514523,0.581007913369429,0.788848263254113,38881.0,20.1037851037851,0.310901749663526,2016-2017,IN,47960,Regular School,High,No,-0.06387335277028078,0.04852729010576473,-0.42529750129285443,250,33
181161001869,0.0664355863662623,0.49365234375,0.704934541792548,40645.0,22.5311355311355,0.307692307692308,2016-2017,IN,47353,Regular School,High,No,-0.5306127514099931,-0.48117562409453196,-0.4389992428608157,246,47
181170001873,0.0805666223992917,0.532879818594104,0.702725020644096,64989.0,22.4334554334554,0.116236162361624,2016-2017,IN,46385,Regular School,High,No,-0.28084651982365905,-0.24330976354132872,-1.2563633355736374,419,122
181173001875,0.0870748299319728,0.513099041533546,0.780523255813954,41000.0,20.1184371184371,0.42,2016-2017,IN,47358,Regular School,High,No,-0.16581387352510799,-0.36325558153292176,0.040464473851940755,220,44
181191001879,0.130384167636787,0.509090909090909,0.721624850657109,41285.0,20.2771672771673,0.364312267657993,2016-2017,IN,46536,Regular School,High,No,0.5996791905182928,-0.38755992119454935,-0.1972774525946694,295,72
181197001891,0.0509596293845136,0.716959727736812,0.76319350473613,74119.0,22.2820512820513,0.189073634204276,2016-2017,IN,46385,Regular School,High,No,-0.8041504769163752,0.8729060054521949,-0.9454057845097305,414,86
181209001917,0.135777998017839,0.594377510040161,0.680597014925373,35774.0,21.3394383394383,0.362840967575914,2016-2017,IN,47804,Regular School,High,No,0.6950152072790131,0.12959727052054779,-0.20355872319384344,206,85
181209001918,0.110556940980881,0.618333333333333,0.403508771929825,29681.0,21.8424908424908,0.363283416528009,2016-2017,IN,47802,Regular School,High,No,0.2492327212658811,0.2748595527739075,-0.20166982124360183,212,122
181209001923,0.0632183908045977,0.450049455984174,0.900273224043716,63214.0,19.2490842490842,0.340949033391916,2016-2017,IN,47885,Regular School,High,No,-0.5874767215983832,-0.7455729237484456,-0.2970197133915008,249,55
181212001931,0.104054054054054,0.488394584139265,0.730519480519481,28784.0,21.3418803418803,0.428571428571429,2016-2017,IN,47591,Regular School,High,No,0.13429411673969768,-0.5130573987782094,0.07705759508833705,266,81
181215001940,0.116365568544102,0.546580773042616,0.55720823798627,41032.0,20.6117216117216,0.413566739606127,2016-2017,IN,46992,Regular School,High,No,0.3519002832028243,-0.16023051020556725,0.012999614805807068,245,56
181218001945,0.116308470290771,0.4,0.708908406524467,30962.0,20.7191697191697,0.283367556468172,2016-2017,IN,46992,Regular School,High,No,0.3508910708894941,-1.0490606441588906,-0.5428464094296422,285,105
181218001948,0.0572687224669604,0.510385756676558,0.681022880215343,56191.0,20.3943833943834,0.20226843100189,2016-2017,IN,46992,Regular School,High,No,-0.6926371809169221,-0.3797082805658917,-0.8890745913041848,292,72
181224001956,0.044846577498033,0.479387514723204,0.798353909465021,52817.0,21.0683760683761,0.173652694610778,2016-2017,IN,46550,Regular School,High,No,-0.9121987424228264,-0.5676740756412578,-1.0112408209241956,248,46
181236001973,0.0982377202849644,0.433722871452421,0.393630573248408,45786.0,19.6715506715507,0.540022234574764,2016-2017,IN,46229,Regular School,High,No,0.031490347521481624,-0.8445733589019653,0.5528630949519602,140,62
181239001975,0.037084811351177,0.567409144196952,0.74868073878628,47360.0,19.7472527472527,0.323110624315444,2016-2017,IN,47601,Regular School,High,No,-1.049388052281164,-0.03393233658524063,-0.3731754044248036,230,55
181239001977,0.0342786683107275,0.78230980751604,0.808119864668922,86289.0,22.4041514041514,0.143378519290928,2016-2017,IN,47630,Regular School,High,No,-1.0989866642206623,1.269172984799781,-1.1404872538354944,546,142
181239001986,0.0692219679633867,0.519339865910263,0.717136150234742,57500.0,20.6727716727717,0.195704057279236,2016-2017,IN,47619,Regular School,High,No,-0.4813634232185855,-0.32541274135958026,-0.9170991990428272,288,71
181242001999,0.197478991596639,0.468551644547028,0.705765407554672,38145.0,21.4615384615385,0.330989217065166,2016-2017,IN,46580,Regular School,High,No,1.7855810097643188,-0.6333801552332327,-0.33954013613081563,300,94
181245002006,0.0689444783404515,0.317901234567901,0.536,41685.0,20.7997557997558,0.434842249657064,2016-2017,IN,47501,Regular School,High,No,-0.48626805563639547,-1.5468875771305135,0.10382896864948131,229,48
181272002021,0.057681641708264,0.769188596491228,0.289224952741021,43301.0,22.3064713064713,0.41799709724238,2016-2017,IN,46240,Regular School,High,No,-0.6853388283680482,1.1896091544915401,0.03191368645127275,477,130
181281002028,0.109014675052411,0.649581074420897,0.751139471285324,54043.0,18.8241758241758,0.599418979987088,2016-2017,IN,46214,Regular School,High,No,0.22197315245878288,0.4643382498778139,0.806439530642677,275,52
181281002410,0.139051094890511,0.514295556321047,0.506802721088435,49583.0,18.7045177045177,0.576086956521739,2016-2017,IN,46241,Regular School,High,No,0.7528672338107896,-0.3560002070607023,0.7068305149175867,157,82
181287002048,0.0799623706491063,0.870447450572321,0.896940418679549,42625.0,26.6483516483516,0.0853994490358127,2016-2017,IN,47906,Regular School,High,No,-0.29152667676477045,1.803618201985725,-1.3880113543210284,596,172
181288002050,0.0628997867803838,0.451866404715128,0.677227722772277,52303.0,19.8107448107448,0.306034482758621,2016-2017,IN,46044,Regular School,High,No,-0.5931080515525454,-0.7345553888398895,-0.4460768248859804,262,63
181288002328,0.02843083652269,0.541472506989748,0.802116402116402,57336.0,21.4102564102564,0.194260485651214,2016-2017,IN,46051,Regular School,High,No,-1.2023471613020484,-0.19120579233700888,-0.9232620913958839,297,94
181290002058,0.138622891016872,0.249778956675508,0.696586599241466,38775.0,20.010989010989,0.509859154929577,2016-2017,IN,46767,Regular School,High,No,0.745298725201831,-1.9599644911586414,0.42409095141470304,294,83
181293002063,0.0722303562713519,0.329968944099379,0.535441657579062,40675.0,19.7521367521367,0.398126463700234,2016-2017,IN,47108,Regular School,High,No,-0.4281901237469422,-1.4737119234842133,-0.05291797214476044,258,113
181299002066,0.077600440286186,0.515595463137996,0.81199538638985,62617.0,21.7252747252747,0.214030915576694,2016-2017,IN,46071,Regular School,High,No,-0.33327382429429786,-0.3481178884847201,-0.8388582218273655,367,124
181305002069,0.113604488078541,0.443339960238569,0.627722772277228,34866.0,19.7985347985348,0.459119496855346,2016-2017,IN,47327,Regular School,High,No,0.30309815281564617,-0.786257673040848,0.2074733311509572,179,43
181308002075,0.0821256038647343,0.654227405247813,0.610608020698577,45402.0,22.8754578754579,0.120967741935484,2016-2017,IN,46074,Regular School,High,No,-0.2532915036998296,0.4925124692215647,-1.2361632879919482,306,109
181320002082,0.0895348837209302,0.520987654320988,0.495316159250585,48887.0,18.5824175824176,0.478908188585608,2016-2017,IN,46394,Regular School,High,No,-0.12233239326199026,-0.3154209534638675,0.29195516397038723,232,56
181323002089,0.0671731307477009,0.405221745350501,0.721594684385382,60186.0,21.2930402930403,0.268551236749117,2016-2017,IN,46787,Regular School,High,No,-0.5175766456107427,-1.0173972511843798,-0.606100204201241,259,36
210003000001,0.114045618247299,0.488125315816069,0.620847651775487,40227.0,18.1,0.467567567567568,2016-2017,KY,42728,Regular School,High,Not applicable,0.31089513384606754,-0.5146901763574772,0.24353981332598748,164,48
210007000010,0.169878296146045,0.572064056939502,0.573387096774194,39391.0,19.2,0.456654456654457,2016-2017,KY,42164,Regular School,High,Not applicable,1.2977383862125995,-0.0057060785936902106,0.19694958774319019,222,64
210008102258,0.0752136752136752,0.572099262240107,0.574730354391371,39155.0,18.5,0.441753926701571,2016-2017,KY,42345,Regular School,High,Not applicable,-0.37545992561408253,-0.005492602218835214,0.13333628285373375,297,130
210012000016,0.0403348554033486,0.477611940298507,0.730926989335521,56250.0,18.7,0.310521813515825,2016-2017,KY,40342,Regular School,High,Not applicable,-0.9919434846285786,-0.5784407268260534,-0.4269195237362609,277,73
210015000022,0.043010752688172,0.690650779101742,0.840148698884758,53293.0,19.8,0.41196388261851,2016-2017,KY,41102,Regular School,High,Not applicable,-0.9446469679839202,0.7133749438123314,0.006156701797352247,258,79
210021000036,0.0732620320855615,0.498178506375228,0.645161290322581,42026.0,19.1,0.377450980392157,2016-2017,KY,42024,Regular School,High,Not applicable,-0.40995524134117894,-0.45373007548014244,-0.14118569333133674,192,43
210027000045,0.244,0.328689370485036,0.362249761677788,28201.0,18.7,0.489731437598736,2016-2017,KY,40004,Regular School,High,Not applicable,2.6078403919741526,-1.4814709464681417,0.33816175135644644,285,84
210030000048,0.0877721943048576,0.470082938388626,0.862953692115144,55833.0,20.2,0.354838709677419,2016-2017,KY,42141,Regular School,High,Not applicable,-0.15348794985957595,-0.6240947620530933,-0.23772194242903777,246,119
210033000057,0.14441416893733,0.495477386934673,0.775058275058275,36250.0,18.5,0.575250836120401,2016-2017,KY,40360,Regular School,High,Not applicable,0.8476596319945826,-0.47010900638859376,0.7032609518092416,386,131
210036000060,0.0299777942264989,0.824301581958936,0.943785134291068,70957.0,25.7,0.124792013311148,2016-2017,KY,41017,Regular School,High,Not applicable,-1.1750046653094905,1.5238008853646512,-1.2198367182813845,578,138
210039000062,0.0562632696390658,0.399339933993399,0.874751491053678,40406.0,18.3,0.701005025125628,2016-2017,KY,40977,Regular School,High,Not applicable,-0.7104085717246504,-1.0530631237807893,1.2401304183053938,137,63
210048000078,0.0530579181855002,0.660660660660661,0.645238095238095,41875.0,19.8,0.560117302052786,2016-2017,KY,40403,Regular School,High,Not applicable,-0.7670631971601521,0.5315221643655192,0.6386529063409186,237,78
210051000011,0.0405192761605035,0.809917355371901,0.922397476340694,99318.0,22.0,0.160932944606414,2016-2017,KY,41091,Regular School,High,Not applicable,-0.9886838455311187,1.4365784360707579,-1.0655439455582663,545,112
210051000081,0.0842287694974004,0.513793103448276,0.669077757685353,40461.0,19.5,0.350707371556217,2016-2017,KY,41042,Regular School,High,Not applicable,-0.21611802588510465,-0.3590469589978093,-0.2553594407151007,269,87
210051000084,0.0674222609706481,0.665217391304348,0.531356898517674,58977.0,20.8,0.226950354609929,2016-2017,KY,41048,Regular School,High,Not applicable,-0.5131732659282944,0.5591530700044192,-0.7837025852949384,311,67
210051002206,0.033665407076606,0.801116427432217,0.878194207836457,83750.0,21.2,0.204152249134948,2016-2017,KY,41091,Regular School,High,Not applicable,-1.1098260638985407,1.3832117509512258,-0.8810321996823152,386,52
210054000098,0.0872817955112219,0.376112759643917,0.507265521796565,35947.0,19.8,0.402537485582468,2016-2017,KY,40361,Regular School,High,Not applicable,-0.1621557544263877,-1.1939070561729666,-0.034086448651579865,221,72
210057000105,0.043859649122807,0.647577092511013,0.512784090909091,40000.0,20.1,0.422040816326531,2016-2017,KY,42104,Regular School,High,Not applicable,-0.9296427133071733,0.4521865912910201,0.049177121765369765,237,102
210062000108,0.043010752688172,0.690650779101742,0.840148698884758,53293.0,18.9,0.397179788484136,2016-2017,KY,41102,Regular School,High,Not applicable,-0.9446469679839202,0.7133749438123314,-0.05695951558941306,240,84
210063000120,0.0905874026893135,0.580425531914894,0.452261306532663,29267.0,21.6,0.299386503067485,2016-2017,KY,40422,Regular School,High,Not applicable,-0.10372910785589697,0.04499587070128514,-0.474458363014377,226,82
210066000125,0.0767455279861512,0.449497367161321,0.759023354564756,34836.0,19.0,0.382183908045977,2016-2017,KY,41004,Regular School,High,Not applicable,-0.34838440946423194,-0.7489206560068088,-0.12097989053008286,244,69
210069000129,0.160504201680672,0.466735966735967,0.513392857142857,20838.0,16.7,0.709302325581395,2016-2017,KY,41339,Regular School,High,Not applicable,1.1320511539616893,-0.644389983592865,1.2755532324818726,130,18
210072000137,0.100324939073924,0.367235494880546,0.759933774834437,41724.0,19.9,0.450624290578888,2016-2017,KY,40144,Regular School,High,Not applicable,0.06838196468218533,-1.2477366292130279,0.17120561794398642,241,94
210075000145,0.060081466395112,0.52579185520362,0.445916114790287,40056.0,18.3,0.461168935148119,2016-2017,KY,40165,Regular School,High,Not applicable,-0.6429218982080179,-0.28628944852353666,0.2162227879409184,258,59
210075000154,0.0441130785958372,0.489863926687031,0.591322603219034,61558.0,18.9,0.395113732097725,2016-2017,KY,40165,Regular School,High,Not applicable,-0.9251633443278775,-0.5041476631666061,-0.0657799183028156,390,55
210075001409,0.0523475445223961,0.58252427184466,0.744532803180915,69144.0,20.1,0.190106007067138,2016-2017,KY,40047,Regular School,High,Not applicable,-0.7796190601865416,0.057722118859116954,-0.9409983808876786,303,47
210081000160,0.120527306967985,0.313893653516295,0.532808398950131,26540.0,17.7,0.45,2016-2017,KY,42261,Regular School,High,Not applicable,0.42545905982413523,-1.5711885732911228,0.16854039817932137,153,52
210084000166,0.0990955564294141,0.453898050974513,0.514986376021798,38031.0,19.1,0.433811802232855,2016-2017,KY,42445,Regular School,High,Not applicable,0.046652611676562115,-0.7222359803704721,0.09942978510527015,203,41
210087000171,0.26937984496124,0.789772727272727,0.657142857142857,11136.0,20.1,0.421908893709328,2016-2017,KY,42071,Regular School,High,Not applicable,3.0564294564558865,1.3144263139324532,0.04861391806077098,341,140
210090000941,0.0495327102803738,0.617484008528785,0.73185088293002,81063.0,21.3,0.279605263157895,2016-2017,KY,41001,Regular School,High,Not applicable,-0.8293712892182133,0.2697094538617076,-0.5589083825397905,352,41
210093000183,0.0492323980942298,0.577243293246994,0.688741721854305,40286.0,18.4,0.487719298245614,2016-2017,KY,42718,Regular School,High,Not applicable,-0.8346793107148198,0.025699549889559817,0.3295715311055598,118,24
210096000186,0.0570613409415121,0.492468134414832,0.688235294117647,32022.0,18.4,0.511520737327189,2016-2017,KY,42023,Regular School,High,Not applicable,-0.6963026518697085,-0.4883563812986172,0.43118457479537814,221,59
210099000190,0.138195004029009,0.42318244170096,0.493721083939194,38611.0,18.3,0.46615087040619,2016-2017,KY,41008,Regular School,High,Not applicable,0.737735817552769,-0.9084879596606399,0.23749165337813874,194,91
210102000194,0.0911392405063291,0.418690439594221,0.63769123783032,36293.0,18.5,0.494492044063647,2016-2017,KY,41143,Regular School,High,Not applicable,-0.09397536781301166,-0.9357263672046542,0.3584857204681924,152,52
210102000202,0.114352392065344,0.50157444894287,0.660727542687454,37989.0,17.7,0.5829059829059831,2016-2017,KY,41164,Regular School,High,Not applicable,0.3163173647641233,-0.43313790623010406,0.7359422851567484,186,49
210105000204,0.132478632478632,0.402962962962963,0.77526395173454,26340.0,18.8,0.583333333333333,2016-2017,KY,42539,Regular School,High,Not applicable,0.6366988817507654,-1.031093957856155,0.7377667285232334,182,32
210111000214,0.110846812559467,0.409683426443203,0.59883236030025,29579.0,18.1,0.695876288659794,2016-2017,KY,42749,Regular School,High,Not applicable,0.2543562048985167,-0.990342702890175,1.2182348295222862,183,117
210115000220,0.249092229484386,0.403890690134321,0.633401221995927,27324.0,17.1,0.626093874303898,2016-2017,KY,42240,Regular School,High,Not applicable,2.697845609264314,-1.0254684460726247,0.9203199221746977,130,24
210115000223,0.0654345654345654,0.677131947390751,0.572350230414747,54615.0,19.7,0.471243042671614,2016-2017,KY,42240,Regular School,High,Not applicable,-0.5483058083992037,0.6314000384331714,0.2592311423690863,210,72
210120000237,0.0785536159600998,0.448067226890756,0.54830053667263,37287.0,18.8,0.426049908703591,2016-2017,KY,40391,Regular School,High,Not applicable,-0.3164264328109873,-0.7575926785502344,0.06629272882889686,331,64
210123000249,0.164469554300063,0.326455416359617,0.670745272525028,24375.0,17.5,0.572247706422018,2016-2017,KY,40962,Regular School,High,Not applicable,1.2021388091301661,-1.4950171006009518,0.6904399980760617,180,82
210126000259,0.0754716981132075,0.384299640841457,0.728982300884956,26224.0,18.3,0.529411764705882,2016-2017,KY,42602,Regular School,High,Not applicable,-0.3708993677661986,-1.1442638010555042,0.5075649037517977,204,52
210132000266,0.119491525423729,0.550889679715302,0.704225352112676,35060.0,20.4,0.377427184466019,2016-2017,KY,40701,Regular School,High,Not applicable,0.40715160859049526,-0.13410234881319688,-0.14128728283918196,178,53
210135002049,0.129742962056304,0.648148148148148,0.45625,34868.0,16.9,0.689173457508731,2016-2017,KY,41014,Regular School,High,Not applicable,0.588345874182885,0.45564933369518207,1.1896191196795278,179,104
210138000279,0.0955414012738854,0.51045211473019,0.737064413938754,31283.0,18.5,0.432506887052342,2016-2017,KY,42064,Regular School,High,Not applicable,-0.01616712337999337,-0.3793059014784138,0.09385884450816924,183,42
210141000287,0.113953488372093,0.380874316939891,0.49124613800206,27433.0,19.3,0.603448275862069,2016-2017,KY,42717,Regular School,High,Not applicable,0.30926673719539466,-1.1650341315638397,0.8236413904285664,175,24
210144000291,0.0905874026893135,0.580425531914894,0.452261306532663,29267.0,19.5,0.536144578313253,2016-2017,KY,40422,Regular School,High,Not applicable,-0.10372910785589697,0.04499587070128514,0.5363086146213979,222,57
210147000295,0.0524611398963731,0.655537006121313,0.671336206896552,52207.0,19.7,0.397321428571429,2016-2017,KY,42301,Regular School,High,Not applicable,-0.7776112605873078,0.5004535701972025,-0.05635482608601765,199,64
210147000297,0.0286995515695067,0.540418547394337,0.281762295081967,37087.0,20.2,0.273947528981086,2016-2017,KY,42303,Regular School,High,Not applicable,-1.1975976196225087,-0.197596746818455,-0.583062367016238,352,78
210150002203,0.0847322142286171,0.407361197754211,0.612413793103448,29167.0,20.3,0.448028673835125,2016-2017,KY,42408,Regular School,High,Not applicable,-0.20721963421487732,-1.004424132492862,0.16012441748875086,192,52
210162001442,0.0793768545994065,0.424418604651163,0.83423702556158,47362.0,18.4,0.43298969072165,2016-2017,KY,42210,Regular School,High,Not applicable,-0.3018756799747981,-0.9009921683790805,0.0959200287153449,157,47
210165000323,0.132510729613734,0.514809590973202,0.257352941176471,30231.0,21.4,0.324146981627297,2016-2017,KY,42701,Regular School,High,Not applicable,0.6372661989991543,-0.3528832260321005,-0.36875099040317,236,90
210168000331,0.0695220360024829,0.343673218673219,0.556997219647822,30133.0,17.5,0.542976939203354,2016-2017,KY,41171,Regular School,High,Not applicable,-0.4760597170239809,-1.3906125377164908,0.5654773124993288,148,26
210174000337,0.0428494911622924,0.604626143087682,0.651923076923077,50222.0,19.1,0.499029126213592,2016-2017,KY,41018,Regular School,High,Not applicable,-0.9474972673904651,0.1917424870819188,0.377855420138308,176,51
210176000342,0.143237250554324,0.311918063314711,0.61578555472822,28293.0,18.4,0.569384835479256,2016-2017,KY,40336,Regular School,High,Not applicable,0.826857585441095,-1.583168071468556,0.6782178366685868,184,43
210186000364,0.064835659612787,0.68760907504363,0.822314049586777,50354.0,21.9,0.3,2016-2017,KY,40502,Regular School,High,Not applicable,-0.5588914759915209,0.6949307906720553,-0.4718392234575813,340,173
210186000367,0.130952380952381,0.782364933741081,0.622680412371134,44700.0,21.5,0.279699248120301,2016-2017,KY,40503,Regular School,High,Not applicable,0.6097223676952077,1.2695072568122046,-0.5585071421753565,302,78
210186000383,0.0894023103967855,0.619005719313682,0.337896253602305,28269.0,20.7,0.359255202628697,2016-2017,KY,40517,Regular School,High,Not applicable,-0.12467562835834824,0.27893673771826716,-0.21886706186169477,126,38
210186000388,0.12979683972912,0.458654906284454,0.609819121447028,42255.0,17.5,0.555679287305123,2016-2017,KY,40505,Regular School,High,Not applicable,0.589298162696936,-0.6933915674603138,0.6197061449747356,288,67
210186001669,0.0147874306839187,0.880722278738555,0.841880341880342,111570.0,21.1,0.304954954954955,2016-2017,KY,40513,Regular School,High,Not applicable,-1.4434945233488186,1.865922259371792,-0.450685542262368,445,118
210192000398,0.0714776632302405,0.54676710608914,0.830835117773019,39808.0,17.1,0.423652694610778,2016-2017,KY,41041,Regular School,High,Not applicable,-0.4414939822878327,-0.15910063195984572,0.056058548470641865,222,53
210195000404,0.0860593860090589,0.468591370558376,0.676246830092984,32218.0,17.9,0.60545905707196,2016-2017,KY,41622,Regular School,High,Not applicable,-0.18376185705728768,-0.63313926636865,0.8322258124977973,146,34
210195000406,0.0816326530612245,0.517575322812052,0.634865568083261,31567.0,19.2,0.672680412371134,2016-2017,KY,41659,Regular School,High,Not applicable,-0.26200441507181377,-0.33611250126529013,1.119207052980496,190,36
210195000423,0.0846366145354186,0.569753810082063,0.506527415143603,24543.0,17.8,0.560661764705882,2016-2017,KY,41653,Regular School,High,Not applicable,-0.20890935994023735,-0.01971485328589166,0.6409773249261524,222,50
210198000433,0.0323159784560144,0.646464646464647,0.297376093294461,38015.0,20.6,0.350961538461538,2016-2017,KY,40601,Regular School,High,Not applicable,-1.1336772309730652,0.44544098920499536,-0.25427435200402015,233,66
